State,District,Crop,Season,Area_hectares,Rainfall_mm,Temperature_C,Soil_Moisture_%,Fertilizer_kg,Pesticide_kg,Yield_ton_per_hectare
Maharashtra,Nanded,Tur,Summer,4.01,1328.26,36.51,64.63,24.41,41.38,1.94
Maharashtra,Sangli,Bajra,Winter,2.23,402.63,26.28,83.24,24.8,23.15,2.07
Maharashtra,Nagpur,Soybean,Summer,2.51,649.72,25.91,78.17,276.65,8.36,2.76
Maharashtra,Mumbai,Bajra,Summer,11.9,440.7,24.26,41.43,217.72,20.35,2.46
Maharashtra,Nagpur,Tur,Monsoon,13.92,633.64,20.94,42.64,106.51,31.73,1.62
Maharashtra,Mumbai,Rice,Monsoon,8.25,653.85,27.76,33.15,57.14,23.81,3.54
Maharashtra,Dhule,Bajra,Summer,9.86,942.74,20.6,46.9,163.26,39.45,2.27
Maharashtra,Ratnagiri,Jowar,Monsoon,13.88,963.26,34.71,89.97,21.5,49.89,2.11
Maharashtra,Nanded,Tur,Winter,0.84,1623.97,25.41,51.37,282.76,11.17,2.95
Maharashtra,Beed,Rice,Winter,6.8,1114.15,25.5,39.33,136.15,24.06,4.1
Maharashtra,Satara,Sugarcane,Monsoon,19.48,1412.77,27.48,74.56,132.65,22.69,76.56
Maharashtra,Solapur,Tur,Winter,11.81,545.79,26.88,60.26,129.37,16.62,1.87
Maharashtra,Nashik,Sugarcane,Monsoon,5.46,715.61,37.9,34.72,39.41,11.51,75.7
Maharashtra,Yavatmal,Cotton,Summer,10.67,1384.12,28.91,49.74,198.73,5.15,3.45
Maharashtra,Mumbai,Tur,Summer,7.18,473.93,19.76,51.94,225.24,44.58,1.71
Maharashtra,Nanded,Wheat,Winter,10.88,1081.24,30.14,74.0,209.32,22.15,3.86
Maharashtra,Akola,Sugarcane,Monsoon,2.95,1239.12,21.03,26.34,58.76,25.85,76.04
Maharashtra,Buldhana,Jowar,Monsoon,3.09,1243.0,18.62,42.49,182.08,46.01,2.06
Maharashtra,Sindhudurg,Wheat,Winter,3.3,432.11,37.41,58.64,179.46,39.26,3.2
Maharashtra,Sindhudurg,Maize,Summer,18.83,850.95,33.47,42.48,263.16,8.26,3.52
Maharashtra,Dhule,Maize,Winter,14.79,1291.09,37.6,65.85,126.16,29.14,4.11
Maharashtra,Kolhapur,Rice,Summer,3.67,608.6,27.56,56.32,124.02,23.23,4.22
Maharashtra,Kolhapur,Cotton,Monsoon,4.17,1373.58,28.65,48.51,193.19,40.27,3.64
Maharashtra,Jalgaon,Tur,Summer,14.75,1444.3,21.37,86.7,197.26,36.76,2.4
Maharashtra,Buldhana,Soybean,Winter,3.55,1774.76,22.94,66.09,151.4,35.14,3.42
Maharashtra,Sindhudurg,Jowar,Monsoon,5.07,693.78,34.77,33.45,144.06,18.35,1.72
Maharashtra,Satara,Sugarcane,Winter,19.29,1555.18,25.12,61.41,158.36,40.64,76.46
Maharashtra,Pune,Wheat,Winter,5.48,1128.42,34.54,75.75,261.09,4.51,4.04
Maharashtra,Ratnagiri,Maize,Summer,13.4,922.85,32.18,71.05,149.13,9.66,3.92
Maharashtra,Mumbai,Jowar,Winter,19.58,571.33,21.54,36.19,283.18,18.11,2.08
Maharashtra,Latur,Soybean,Summer,7.8,1429.71,28.15,88.21,161.12,5.69,3.75
Maharashtra,Mumbai,Tur,Monsoon,0.84,730.2,31.55,54.17,285.78,13.28,2.91
Maharashtra,Aurangabad,Rice,Summer,5.26,919.99,22.7,35.34,253.19,41.85,3.68
Maharashtra,Nanded,Soybean,Monsoon,16.7,487.56,34.61,36.71,121.48,47.52,1.8
Maharashtra,Buldhana,Jowar,Summer,17.36,1521.91,28.9,31.39,261.82,16.62,3.07
Maharashtra,Nagpur,Soybean,Winter,15.49,1473.22,21.3,77.23,50.82,14.7,2.69
Maharashtra,Nashik,Jowar,Summer,2.71,1427.06,29.66,32.93,279.01,15.43,3.08
Maharashtra,Yavatmal,Jowar,Summer,16.01,819.22,37.99,33.13,196.86,15.33,2.2
Maharashtra,Yavatmal,Bajra,Monsoon,18.41,642.87,21.01,80.28,35.23,3.72,2.29
Maharashtra,Akola,Sugarcane,Winter,12.21,1292.57,34.34,47.4,200.39,46.49,76.54
Maharashtra,Dhule,Maize,Summer,18.85,1094.63,22.15,27.01,292.79,12.26,4.45
Maharashtra,Ratnagiri,Bajra,Winter,16.62,649.55,33.65,28.37,39.54,22.16,1.37
Maharashtra,Kolhapur,Tur,Summer,13.51,1360.28,32.69,34.24,175.31,2.46,2.73
Maharashtra,Nashik,Bajra,Summer,11.76,1787.58,24.01,38.87,229.38,43.18,3.04
Maharashtra,Sangli,Cotton,Winter,7.3,1446.11,24.52,68.23,246.87,37.1,3.91
Maharashtra,Aurangabad,Cotton,Summer,3.61,1435.98,33.85,35.23,135.87,47.44,2.81
Maharashtra,Yavatmal,Maize,Winter,12.3,1730.44,27.23,32.73,77.17,39.52,4.03
Maharashtra,Dhule,Soybean,Summer,6.7,684.11,32.62,74.71,31.86,17.06,2.46
Maharashtra,Ratnagiri,Sugarcane,Monsoon,17.4,1191.77,20.96,68.62,182.32,13.9,75.93
Maharashtra,Nashik,Maize,Winter,19.87,1771.51,35.05,53.3,146.82,35.49,4.54
Maharashtra,Mumbai,Jowar,Summer,15.17,631.41,32.22,60.71,285.65,19.48,2.88
Maharashtra,Beed,Wheat,Summer,2.26,1380.35,36.14,45.28,36.97,29.18,3.51
Maharashtra,Ratnagiri,Sugarcane,Monsoon,6.13,1220.13,20.65,56.36,211.91,2.3,76.43
Maharashtra,Mumbai,Sugarcane,Winter,2.63,1221.07,29.86,57.93,26.99,4.97,76.04
Maharashtra,Nashik,Jowar,Summer,13.18,1376.74,29.98,50.17,68.0,27.7,2.75
Maharashtra,Wardha,Jowar,Monsoon,15.42,1701.46,25.07,83.93,147.0,29.17,3.29
Maharashtra,Ahmednagar,Rice,Summer,18.55,1495.61,27.17,26.04,147.36,38.07,4.08
Maharashtra,Sindhudurg,Maize,Winter,9.04,478.59,18.76,75.84,212.0,8.33,3.56
Maharashtra,Nashik,Jowar,Summer,18.08,1593.82,32.92,33.08,274.86,26.63,2.88
Maharashtra,Satara,Cotton,Summer,17.62,715.76,28.99,76.84,198.93,11.33,3.21
Maharashtra,Dhule,Tur,Summer,6.69,927.68,19.15,65.03,286.99,6.47,2.03
Maharashtra,Wardha,Wheat,Summer,17.44,1046.43,31.62,79.81,266.85,21.7,4.45
Maharashtra,Latur,Maize,Monsoon,7.83,1073.27,27.34,31.34,183.66,9.84,4.0
Maharashtra,Sindhudurg,Cotton,Monsoon,6.29,1009.25,18.69,61.33,253.46,12.65,3.09
Maharashtra,Pune,Soybean,Winter,13.16,1712.29,37.39,57.57,199.92,17.24,2.85
Maharashtra,Ahmednagar,Jowar,Monsoon,6.9,1388.43,36.98,70.9,42.0,14.45,2.46
Maharashtra,Pune,Jowar,Monsoon,12.79,1283.64,28.26,59.73,227.36,6.2,3.1
Maharashtra,Yavatmal,Sugarcane,Winter,12.39,469.78,19.87,60.15,46.57,6.32,75.8
Maharashtra,Satara,Cotton,Monsoon,11.49,1665.48,33.09,52.92,186.34,11.28,3.63
Maharashtra,Mumbai,Sugarcane,Monsoon,7.92,1673.15,27.84,45.07,216.74,4.43,76.92
Maharashtra,Sangli,Rice,Winter,11.2,1492.3,24.05,56.35,38.63,32.07,3.95
Maharashtra,Amravati,Sugarcane,Winter,12.13,409.84,27.83,32.7,84.62,15.79,75.94
Maharashtra,Sindhudurg,Rice,Winter,11.14,480.19,28.45,87.5,276.39,15.43,4.37
Maharashtra,Nanded,Rice,Summer,9.17,715.31,29.25,71.44,192.57,17.94,4.19
Maharashtra,Solapur,Jowar,Summer,0.79,583.89,26.82,86.91,88.96,33.81,2.39
Maharashtra,Ahmednagar,Soybean,Winter,11.95,958.37,30.12,39.74,213.39,43.79,2.65
Maharashtra,Nashik,Sugarcane,Winter,3.78,1691.67,36.37,82.16,187.1,38.44,76.76
Maharashtra,Wardha,Cotton,Winter,13.03,1060.88,25.25,77.57,160.44,36.92,3.85
Maharashtra,Jalgaon,Rice,Summer,15.31,418.76,32.51,69.01,293.33,25.25,3.83
Maharashtra,Solapur,Jowar,Summer,10.26,795.84,35.89,65.63,211.37,35.3,2.15
Maharashtra,Nagpur,Wheat,Monsoon,11.08,462.43,27.12,45.58,125.12,28.53,3.77
Maharashtra,Jalgaon,Maize,Monsoon,19.05,450.8,26.87,78.07,244.02,12.38,4.04
Maharashtra,Beed,Soybean,Winter,17.02,786.01,30.04,57.6,267.68,12.01,2.79
Maharashtra,Mumbai,Bajra,Summer,18.33,785.86,29.83,29.61,55.06,16.23,2.36
Maharashtra,Satara,Wheat,Summer,16.37,1501.98,34.13,45.34,76.15,45.72,3.38
Maharashtra,Dhule,Maize,Summer,2.62,1764.77,27.53,85.79,80.54,28.28,4.93
Maharashtra,Nanded,Wheat,Winter,3.41,919.69,37.92,80.29,213.54,37.23,3.77
Maharashtra,Dhule,Sugarcane,Monsoon,10.77,1000.44,19.19,88.82,188.85,18.63,76.49
Maharashtra,Akola,Rice,Winter,5.3,1582.71,18.06,65.82,193.32,21.57,4.45
Maharashtra,Buldhana,Soybean,Monsoon,9.8,775.39,30.8,41.09,283.42,8.03,2.61
Maharashtra,Latur,Tur,Monsoon,8.19,618.93,23.97,35.58,237.26,10.22,2.31
Maharashtra,Pune,Rice,Winter,11.21,1594.33,22.81,37.15,55.82,41.71,3.89
Maharashtra,Pune,Tur,Monsoon,15.06,465.1,24.24,26.29,117.3,30.07,1.71
Maharashtra,Sindhudurg,Maize,Monsoon,14.45,1267.58,23.12,50.39,141.91,18.2,4.34
Maharashtra,Buldhana,Jowar,Summer,10.66,1186.79,18.62,37.44,130.87,40.54,2.47
Maharashtra,Sindhudurg,Bajra,Monsoon,16.54,884.29,37.43,51.76,207.41,13.83,2.25
Maharashtra,Sindhudurg,Cotton,Winter,8.9,841.27,22.41,85.77,269.73,48.85,3.51
Maharashtra,Yavatmal,Rice,Winter,17.99,1480.6,32.68,52.99,105.69,18.55,4.13
Maharashtra,Beed,Soybean,Monsoon,1.89,520.99,33.25,82.07,174.53,18.19,3.17
Maharashtra,Ahmednagar,Wheat,Summer,19.12,731.5,36.59,64.36,241.03,16.97,3.83
Maharashtra,Kolhapur,Soybean,Summer,13.27,1425.43,18.61,41.06,136.54,7.86,2.55
Maharashtra,Latur,Maize,Monsoon,7.91,1167.65,35.44,48.13,67.07,7.33,3.73
Maharashtra,Sindhudurg,Tur,Monsoon,4.34,579.18,28.54,30.45,152.99,33.11,2.06
Maharashtra,Amravati,Wheat,Winter,9.84,1634.99,30.65,46.68,35.46,44.01,4.02
Maharashtra,Aurangabad,Cotton,Monsoon,4.29,950.83,30.89,69.04,283.87,39.94,3.44
Maharashtra,Mumbai,Cotton,Summer,3.74,1559.02,34.4,29.69,40.95,8.77,2.75
Maharashtra,Satara,Rice,Monsoon,12.54,1502.8,24.67,38.35,142.77,28.19,4.24
Maharashtra,Ratnagiri,Maize,Winter,10.7,1274.2,32.66,49.79,168.37,7.07,3.82
Maharashtra,Akola,Jowar,Winter,13.57,1092.27,28.57,88.83,295.89,4.17,3.48
Maharashtra,Akola,Maize,Winter,18.63,1771.37,33.87,76.02,66.49,33.51,4.15
Maharashtra,Aurangabad,Tur,Winter,10.88,602.95,37.81,72.68,52.04,27.69,1.35
Maharashtra,Solapur,Soybean,Winter,11.83,1415.22,22.01,32.55,22.44,5.94,2.35
Maharashtra,Nagpur,Cotton,Monsoon,2.25,667.67,37.89,75.76,63.56,3.68,2.47
Maharashtra,Kolhapur,Soybean,Monsoon,14.49,873.57,19.8,76.04,78.04,49.51,2.43
Maharashtra,Jalgaon,Soybean,Monsoon,8.3,832.18,18.05,64.07,196.56,3.44,2.29
Maharashtra,Beed,Soybean,Monsoon,19.55,1725.85,18.88,89.37,81.52,23.34,2.9
Maharashtra,Latur,Cotton,Winter,16.55,1754.3,24.84,46.14,25.75,26.22,3.41
Maharashtra,Nashik,Sugarcane,Summer,10.69,656.22,30.66,86.18,251.45,7.63,76.74
Maharashtra,Satara,Tur,Monsoon,2.9,430.85,19.38,84.46,122.37,10.11,1.96
Maharashtra,Beed,Tur,Summer,17.26,1408.01,18.11,25.75,119.04,18.89,1.94
Maharashtra,Nanded,Wheat,Monsoon,16.1,985.19,36.74,54.26,104.69,38.56,3.44
Maharashtra,Jalgaon,Maize,Monsoon,4.1,524.38,34.44,88.51,293.1,26.34,4.18
Maharashtra,Wardha,Maize,Summer,6.26,1357.26,34.18,31.7,67.63,32.62,3.54
Maharashtra,Ahmednagar,Bajra,Winter,15.97,1163.15,35.69,60.61,271.51,49.29,3.18
Maharashtra,Buldhana,Maize,Monsoon,4.11,1772.72,32.0,88.63,237.5,38.86,5.28
Maharashtra,Yavatmal,Cotton,Monsoon,18.4,718.37,20.09,61.11,41.41,22.85,2.67
Maharashtra,Buldhana,Jowar,Monsoon,8.78,965.57,25.98,37.34,296.28,23.43,2.63
Maharashtra,Aurangabad,Rice,Summer,2.2,1159.56,32.46,62.84,95.98,31.7,4.21
Maharashtra,Ratnagiri,Bajra,Winter,16.41,1508.38,23.61,38.29,47.6,33.94,2.75
Maharashtra,Sangli,Rice,Summer,7.78,1168.37,31.75,58.78,252.21,26.03,4.14
Maharashtra,Akola,Tur,Summer,10.77,1258.06,18.49,29.81,217.87,32.95,2.53
Maharashtra,Ratnagiri,Rice,Winter,2.69,716.61,24.12,64.36,192.82,3.13,3.61
Maharashtra,Mumbai,Rice,Summer,0.55,1585.69,28.98,58.59,63.67,22.62,4.6
Maharashtra,Mumbai,Bajra,Winter,12.94,1000.08,30.64,73.11,153.98,15.39,3.14
Maharashtra,Latur,Wheat,Monsoon,10.55,597.34,29.54,66.0,238.56,8.2,3.88
Maharashtra,Pune,Soybean,Winter,12.07,1329.86,31.96,60.72,105.01,6.78,2.78
Maharashtra,Sindhudurg,Maize,Monsoon,15.98,702.53,18.12,69.84,107.27,30.95,3.65
Maharashtra,Nanded,Maize,Summer,13.11,536.59,20.02,34.36,20.88,27.13,3.45
Maharashtra,Satara,Cotton,Summer,3.91,1606.78,35.38,63.7,68.79,14.17,3.1
Maharashtra,Jalgaon,Bajra,Monsoon,7.54,1044.23,31.63,36.19,265.11,24.61,2.53
Maharashtra,Ratnagiri,Cotton,Summer,18.16,1449.0,20.26,85.16,143.69,25.63,3.29
Maharashtra,Mumbai,Jowar,Winter,15.51,806.82,34.84,29.44,295.59,11.36,1.93
Maharashtra,Nanded,Jowar,Monsoon,11.35,1501.76,22.84,52.97,130.8,33.3,2.9
Maharashtra,Solapur,Cotton,Summer,5.49,556.71,27.57,70.23,220.25,39.48,3.1
Maharashtra,Aurangabad,Bajra,Monsoon,6.39,898.36,20.9,54.77,98.94,39.99,2.16
Maharashtra,Sindhudurg,Cotton,Winter,14.77,1769.29,32.2,30.99,121.87,30.92,3.53
Maharashtra,Nashik,Maize,Winter,17.1,1511.59,31.34,60.97,73.4,26.56,4.11
Maharashtra,Akola,Sugarcane,Summer,13.59,1096.16,22.22,66.71,117.18,4.93,76.44
Maharashtra,Nanded,Rice,Winter,16.29,875.69,35.27,70.75,173.23,15.82,3.73
Maharashtra,Buldhana,Sugarcane,Monsoon,15.45,1620.99,26.03,49.26,297.7,6.48,77.31
Maharashtra,Aurangabad,Bajra,Winter,3.42,1162.79,23.85,61.64,205.98,48.26,2.93
Maharashtra,Sindhudurg,Sugarcane,Monsoon,8.77,1461.8,21.05,54.29,75.79,8.48,76.22
Maharashtra,Dhule,Jowar,Monsoon,3.48,1455.75,23.32,68.68,32.59,9.29,2.59
Maharashtra,Aurangabad,Tur,Winter,5.09,425.12,18.44,62.93,55.38,44.7,1.12
Maharashtra,Latur,Rice,Summer,17.45,576.76,29.67,59.17,177.52,47.31,4.02
Maharashtra,Yavatmal,Soybean,Winter,9.72,1323.48,34.84,41.22,234.24,38.76,2.78
Maharashtra,Dhule,Bajra,Monsoon,10.94,626.27,28.98,25.13,283.32,2.26,2.22
Maharashtra,Beed,Rice,Monsoon,3.98,757.69,22.39,36.32,24.43,2.06,3.2
Maharashtra,Aurangabad,Sugarcane,Winter,6.59,1725.29,18.67,32.61,166.37,20.15,76.3
Maharashtra,Akola,Jowar,Summer,4.99,1184.26,22.29,54.19,151.84,8.88,2.34
Maharashtra,Nanded,Wheat,Summer,4.52,1451.02,26.32,64.8,203.7,2.88,3.77
Maharashtra,Nanded,Soybean,Monsoon,12.94,1181.17,33.19,38.85,176.68,24.28,2.92
Maharashtra,Ratnagiri,Rice,Monsoon,5.51,1173.52,21.76,86.04,212.37,47.27,4.42
Maharashtra,Solapur,Jowar,Summer,12.82,531.81,32.4,25.43,204.26,17.54,1.45
Maharashtra,Nagpur,Jowar,Winter,1.64,881.13,35.34,75.2,52.76,33.73,2.68
Maharashtra,Mumbai,Sugarcane,Monsoon,3.26,795.4,27.08,65.64,243.92,33.31,76.89
Maharashtra,Aurangabad,Maize,Monsoon,5.85,947.02,34.43,49.28,54.51,14.05,3.44
Maharashtra,Ahmednagar,Sugarcane,Summer,12.14,1517.68,29.09,28.28,215.59,33.22,76.48
Maharashtra,Sindhudurg,Maize,Winter,13.68,920.71,30.74,65.79,136.52,12.19,4.12
Maharashtra,Aurangabad,Maize,Summer,9.13,1032.38,28.53,50.06,163.88,7.86,4.2
Maharashtra,Nagpur,Soybean,Winter,9.19,956.33,27.26,85.86,272.92,35.67,3.46
Maharashtra,Pune,Sugarcane,Winter,14.63,530.77,22.69,60.23,269.17,7.45,75.99
Maharashtra,Beed,Wheat,Winter,0.81,1017.5,24.06,86.08,249.0,49.85,4.53
Maharashtra,Ahmednagar,Cotton,Monsoon,7.15,673.85,23.8,39.33,162.84,10.81,2.62
Maharashtra,Buldhana,Cotton,Summer,16.46,661.41,29.27,72.17,226.15,30.52,3.45
Maharashtra,Mumbai,Sugarcane,Summer,12.26,531.65,20.4,65.12,163.61,21.75,75.68
Maharashtra,Aurangabad,Sugarcane,Winter,7.08,899.34,36.34,73.06,263.49,8.07,77.04
Maharashtra,Jalgaon,Soybean,Monsoon,18.16,1460.47,32.41,38.95,132.78,3.34,2.95
Maharashtra,Nagpur,Sugarcane,Monsoon,15.57,787.02,26.03,68.22,291.67,31.89,77.37
Maharashtra,Nanded,Maize,Summer,5.67,837.29,21.17,57.37,281.05,40.72,4.24
Maharashtra,Nanded,Jowar,Monsoon,13.08,1299.74,35.64,73.28,227.65,42.42,2.66
Maharashtra,Pune,Jowar,Monsoon,12.12,674.18,34.48,46.26,98.24,25.17,2.13
Maharashtra,Yavatmal,Maize,Winter,8.32,1655.74,32.43,82.85,56.86,39.32,4.6
Maharashtra,Beed,Bajra,Monsoon,7.66,1128.27,23.43,30.48,259.32,34.3,2.77
Maharashtra,Akola,Maize,Winter,7.2,1026.64,26.05,77.47,66.28,36.76,4.22
Maharashtra,Wardha,Wheat,Summer,12.53,1180.95,20.05,80.99,259.19,25.64,4.33
Maharashtra,Nashik,Tur,Monsoon,9.13,632.45,21.78,78.12,157.41,32.4,1.85
Maharashtra,Mumbai,Rice,Summer,16.72,1258.86,33.66,58.33,133.84,40.67,3.87
Maharashtra,Mumbai,Maize,Summer,13.56,908.34,32.3,53.5,272.89,21.1,3.96
Maharashtra,Buldhana,Sugarcane,Monsoon,1.86,1656.06,29.87,89.76,189.08,40.69,77.2
Maharashtra,Amravati,Sugarcane,Monsoon,12.98,636.4,35.91,39.9,181.45,30.42,75.72
Maharashtra,Aurangabad,Soybean,Summer,5.79,1109.87,29.67,60.55,176.45,9.96,2.71
Maharashtra,Akola,Maize,Monsoon,12.06,1237.36,27.34,68.59,123.93,3.18,4.52
Maharashtra,Nashik,Soybean,Winter,13.76,446.74,24.81,70.56,239.98,19.41,2.73
Maharashtra,Mumbai,Maize,Winter,5.0,909.17,36.81,38.26,90.78,28.24,3.43
Maharashtra,Mumbai,Rice,Monsoon,9.41,1425.69,19.65,67.51,282.89,42.31,4.47
Maharashtra,Satara,Tur,Summer,4.21,1548.53,36.62,78.19,270.32,8.12,2.76
Maharashtra,Ahmednagar,Jowar,Monsoon,1.52,838.43,34.53,28.25,114.49,40.41,1.72
Maharashtra,Amravati,Cotton,Monsoon,7.88,1518.03,20.6,84.25,224.25,43.42,3.87
Maharashtra,Akola,Maize,Summer,7.58,1754.86,29.3,26.92,180.5,9.23,4.27
Maharashtra,Jalgaon,Tur,Summer,19.91,1599.62,35.33,48.14,114.54,42.88,2.4
Maharashtra,Akola,Jowar,Winter,9.2,564.7,29.44,26.03,296.79,49.59,2.82
Maharashtra,Dhule,Bajra,Summer,7.0,1435.62,36.14,30.01,27.07,36.89,2.07
Maharashtra,Pune,Rice,Winter,11.82,847.53,36.86,84.23,90.74,39.67,4.05
Maharashtra,Buldhana,Soybean,Summer,2.23,1783.78,26.45,48.07,165.62,49.73,3.42
Maharashtra,Wardha,Soybean,Monsoon,19.25,1079.5,25.55,52.61,166.15,31.06,2.88
Maharashtra,Nashik,Sugarcane,Winter,12.88,571.41,36.73,39.0,184.9,16.78,75.8
Maharashtra,Yavatmal,Jowar,Winter,15.22,1415.26,31.5,63.81,230.47,42.2,2.99
Maharashtra,Satara,Bajra,Winter,3.82,852.22,20.32,63.66,194.57,31.5,2.46
Maharashtra,Ahmednagar,Tur,Monsoon,8.48,1795.91,18.85,49.19,188.08,29.9,2.44
Maharashtra,Pune,Rice,Monsoon,8.74,1771.7,29.29,46.65,34.98,14.17,4.38
Maharashtra,Buldhana,Jowar,Monsoon,16.53,1318.59,36.6,82.52,125.43,38.3,2.46
Maharashtra,Sangli,Bajra,Monsoon,0.52,581.76,34.88,49.91,84.98,5.92,2.19
Maharashtra,Solapur,Cotton,Monsoon,6.37,1361.61,31.52,57.08,94.3,46.37,2.78
Maharashtra,Nagpur,Maize,Winter,19.63,530.24,20.78,43.41,175.21,17.64,3.57
Maharashtra,Ratnagiri,Soybean,Monsoon,9.76,441.11,23.08,76.14,75.86,8.13,2.32
Maharashtra,Wardha,Tur,Winter,7.96,1552.14,35.51,50.83,102.31,23.23,2.37
Maharashtra,Jalgaon,Soybean,Monsoon,2.84,693.65,21.66,58.38,86.38,4.04,2.47
Maharashtra,Amravati,Tur,Summer,19.5,930.64,23.57,41.47,285.58,34.86,2.33
Maharashtra,Nagpur,Sugarcane,Winter,0.89,1762.84,20.59,89.2,284.51,45.33,77.25
Maharashtra,Ratnagiri,Tur,Summer,14.88,871.58,31.52,43.95,190.78,42.19,1.77
Maharashtra,Nagpur,Soybean,Winter,15.49,815.09,36.88,75.1,278.87,8.11,2.65
Maharashtra,Ahmednagar,Tur,Summer,5.25,1685.49,23.38,52.79,240.03,8.06,3.09
Maharashtra,Aurangabad,Cotton,Monsoon,13.6,555.05,27.51,38.4,185.19,41.04,2.55
Maharashtra,Sangli,Sugarcane,Monsoon,2.31,1463.42,30.69,76.98,21.8,46.36,76.55
Maharashtra,Nashik,Tur,Monsoon,5.51,1783.29,37.99,46.68,236.3,24.11,2.44
Maharashtra,Yavatmal,Jowar,Winter,15.86,1661.81,20.1,81.24,216.7,25.95,3.04
